Type,Literal meaning,Figurative sentence
Sarcasm,A lot of gay and lesbian people are out and that's groovy.,"Lots of gay and lesbian are out, and it's cool."
Sarcasm,I think the work here is important.,I think the work down here is very worthy.
Sarcasm,"You are extremely ripped, sir.","You're pretty muscular, sir."
Sarcasm,"I like leather, Jason said.","'I love skin,' said Jason."
Sarcasm,"But most horrifying of all, one of those doubling, twisting streams of Blue Light was coming out of himself, spreading out of himself, spilling out, flowing, and draining away toward The Future.","And the most awesome thing was this: that one of these twining, twisting streamers of blue light issued outwards from himself, extending or extruding from him and plummeting away into the future."
Sarcasm,I remember perfectly well.,"Oh, I remember you perfectly."
Sarcasm,They'll steal from you with a smile!,A big smile as they steal your cash!
Sarcasm,Perhaps the strangers are not strangers to gratitude.,Hopefully the strangers will know what gratitude is!
Sarcasm,It happened so fast.,Well that was so fast.
Sarcasm,They only hit one or two a night so our odds aren't too bad.,"They ambush one, two a night, so we're looking at a pretty good shot."
Sarcasm,I chilled. It wasn't worth it.,I calmed down and it was worth it.
Sarcasm,What day is today?,How's the day today?!
Sarcasm,I took my gloves to check my breasts.,I put on gloves to do a breast exam-perfect.
Sarcasm,"Now that I have to do the accounts,take inventory at the store, I need to improve my old scrawl.","Well, now that I have to make bills and take in goods in the store, I'm gonna have to make my little zigsaws go better."
Sarcasm,"If Scully can be Sergeant, so does Eddie.","Yeah, true. If Scully can make sergeant, even Eddie's got a shot."
Sarcasm,"It was clear that Vyvyan was with us all night, like the quiet that was between notes that held the key to warm music.","Making it clear that Vyvyan had been there the entire night, between us like the silence between notes, that holds the key to all music."
Sarcasm,I also want the autopsy report and any forensics on the murder weapon on my desk the second they're done.,"Also, I'd love an anupsy report and a forensics report on the murder weapon on my desk, as it stands when they're ready."
Sarcasm,I am to be greeted with all that horrible detail. ...will you go for a drink?,You must regale me with all the thrilling details. Join me for a drink?
Sarcasm,"Bree, look, I'm sorry, okay?","Bree, hey, sorry, all right?"
Sarcasm,"I wish I did, yes.",That's what I'd like.
Sarcasm,"Next time, submit the facts, save your comment.","Next time, get the facts, save the editorial. yes, ma'am."
Sarcasm,He was eager now to see what Halt would produce next from the bundle.,He couldn't wait to see what else Halt would get out of his pack.
Sarcasm,"You think you're terribly clever, all of you.",You think you're so smart.
Sarcasm,"All Cthulhu wants is chaos, confusion and insanity.","Cthulhu just wants chaos, bedlam, and madness. - Good."
Sarcasm,"Dammit, you have top marks at school.","Damn, you got the best grades in school."
Sarcasm,That is how you finish.,That's a good ending.
Sarcasm,You were right about that.,You were so right.
Sarcasm,"By comparison, I think we're doing very well.","Well, if I compare it, we're doing pretty good."
Sarcasm,I don't need to say how glad I am that we are still friends.,Can I just say how grateful I am that we're still friends?
Sarcasm,"I need to speak to you, Captain.","I need to talk to you, Captain Can't this wait?"
Sarcasm,"Clever, you could gain custody advantage.",Smart. Might gain you some leverage with the custody.
Sarcasm,You look like a teenage lady.,Wow ! You look like a young woman.
Sarcasm,"Never give up, that's my password I had a bad feeling","Never say die, that's my motto."
Sarcasm,My wife is interested in gunfire.,My wife too loves shooting!
Sarcasm,"Because it's confidential, and he's a client of mine, it can't be done.",Because he's privileged and I'm a client is why.
Sarcasm,"The kicker is, I found a letter in his pocket saying Bollingsworth stole the coins.",The best part is I found the letter in his pocket that said who stole those coins.
Sarcasm,"Miles suspected her conversation would be an education in itself, political, subtle, and scintillating.","Miles could tell that the conversation was going to be extremely enlightening, full of politics and subtle hints, just dazzling."
Sarcasm,They have more proof than Tom will concede.,They have more evidence than Tom admits. is that fair?
Sarcasm,lying is what I do best.,I'm the best at lying.
Sarcasm,It's like he fell from the sky.,He's like a slice of heaven.
Sarcasm,"Hell of a collection of charts, kender.","Nice collection of maps, kender."
Sarcasm,Stepping armed to the teeth in a hospital ward and killing a patient is just horrible.,To go armed into a department and kill a patient is absolutely unbelievable.
Sarcasm,"Vicki, it's been an unambiguous case!","Vicki, it was a high profile case!"
Sarcasm,He doesn't look like his father.,Looks nothing like his father. congratulations.
Sarcasm,"This is important, and it's not going to wait.",It's very important and it can't wait.
Sarcasm,These places aren't at all what you think they are.,These places are nothing like that you think they would be. They are great.
Sarcasm,"You look crazy now, girl.","Crazy is what you've got, girl."
Sarcasm,"If Christmas is not in your hearts, you will not find them under the tree.",If Christmas isn't in your heart... you'll never find it under a tree. - Happy birthday.
Sarcasm,"I am so pathetically desperate for you, that... aw, heck, I'll just say it.","I'm so desperately in love with you that... oh, well, I'll just say it."
Sarcasm,"Don't say anything, it's OK.","Say nothing, that's good."
Sarcasm,I don't think this is a good idea.,Don't know if that's such a good idea.
Sarcasm,"in life, I need you, Jesus.","Nice. I need you in my life, Jesus"
Sarcasm,"So, why don't you just come in, and I'll show you how not crazy I am.",So how about going inside to show you how insane I am.
Sarcasm,"Nobody gets near you, you're not going anywhere.","No one gets to you, and you don't have to go anywhere. that's great."
Sarcasm,"No, I find it awe-inspiring you didn't set her up against him.","No, I think it's admirable that you haven't poisoned her against him."
Sarcasm,You're more than welcome.,You'd be most welcome.
Sarcasm,"Jackie, I took you to my house when you had no place to go.","Jackie, I took you in when you had nowhere to go. But you've been a total mooch."
Sarcasm,"What's so strange about her, you're wasting your talent so much on her?","So, what's so special about her that warrants such a display of talent?"
Sarcasm,My stomach is about to eat itself.,"The bastion sounds perfect, my stomach already wants to eat itself."
Sarcasm,Everything's awfully good now.,Everything is just so good right now.
Sarcasm,The voices are so loud.,Those voices are so vocal!
Sarcasm,Your creepy evil aide.,"Your fear-inspiring, terrifyingly evil sidekick!"
Sarcasm,I'm just a little angry.,Just a little shocked.
Sarcasm,"What are you laughing at, Sarah?","What are you smiling about, Sara?"
Sarcasm,Take care of yourselves.,Have a good time.
Sarcasm,"Damn you, you could key all your satellites and turn the whole planet off, ship it straight into the Dark Ages.","Brilliant. Hell, you could key in all the satellites and shut down the whole planet, send it right back to the Dark Ages."
Sarcasm,"Hell of a guy, your dad.","Damn good guy, your dad."
Sarcasm,I didn't know you rented cars.,"Oh, that's great.I never knew you rented cars."
Sarcasm,"Thank God, you're okay. No!",Thank goodness you're all right.
Sarcasm,That would explain a lot.,That makes so much sense.
Sarcasm,She is a good person.,He's a good man
Sarcasm,It feels like old times.,Just like old times.
Sarcasm,It stands like this.,So here it is.
Sarcasm,I think this is a family gathering.,I think it's a family reunion. It's so touching.
Sarcasm,I'm a sucker for war stories in Romance languages.,I love war stories in Romance languages.
Sarcasm,There are bright sides to getting up before 11: Breakfast at McDonald's.,There's a bright side to being up before 11: McDonald's breakfast.
Sarcasm,"So, you're calling me a liar?","So, in your opinion, I'm a liar, huh?"
Sarcasm,My parents are living in boston.,My parents live in Boston. - Good.
Sarcasm,We should all rejoice when trust crosses frontiers.,It's gratifying that trust crosses waters and boundaries!
Sarcasm,To passionately prove the other is mistaken.,Passionate to prove the other one wrong.
Sarcasm,I've already called my lawyer.,"I already called my lawyer, that's great."
Sarcasm,"You may take it off now, Agent Palamas.","You can go ahead and take that off now, Agent Palamas. Thanks."
Sarcasm,"I have this very strange evening, and you look like that Dirk person that took me to dinner and then slept with me in that restaurant and never phoned again.","I'm having a really interesting night, and you look so much like this guy Dirk who took me out and then had sex with me at a theme restaurant and then never called me again."
Sarcasm,"Don't worry, Mr. Bucket,our luck will change.","Cheer up, Mr. Bucket, luck will smile on us again."
Sarcasm,|| 749 044 Undisbursed commitment in respect of available-for-sale financial assets,|| 749 044 Outstanding commitments linked to available-for-sale financial assets
Sarcasm,"That's a big risk, gentlemen.","That's a great gamble, Lords."
